IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
162.159.58.78,4,4,0.00,208.29,0.00,LAX,443
104.16.185.127,4,4,0.00,208.30,0.00,LAX,443
104.16.189.139,4,4,0.00,208.34,0.00,LAX,443
104.16.198.90,4,4,0.00,208.34,0.00,LAX,443
104.16.196.156,4,4,0.00,208.34,0.00,LAX,443
104.16.178.165,4,4,0.00,208.34,0.00,LAX,443
104.16.187.91,4,4,0.00,208.34,0.00,LAX,443
104.16.195.89,4,4,0.00,208.34,0.00,LAX,443
104.16.182.24,4,4,0.00,208.34,0.00,LAX,443
104.20.10.127,4,4,0.00,208.39,0.00,LAX,443
104.16.190.172,4,4,0.00,208.46,0.00,LAX,443
104.16.181.125,4,4,0.00,208.47,0.00,LAX,443
104.16.188.250,4,4,0.00,208.47,0.00,LAX,443
104.16.186.80,4,4,0.00,208.47,0.00,LAX,443
104.16.194.22,4,4,0.00,208.47,0.00,LAX,443
104.16.191.156,4,4,0.00,208.47,0.00,LAX,443
104.16.183.223,4,4,0.00,208.47,0.00,LAX,443
104.16.197.134,4,4,0.00,208.47,0.00,LAX,443
104.20.17.186,4,4,0.00,208.48,0.00,LAX,443
104.19.76.34,4,4,0.00,208.52,0.00,LAX,443
104.19.120.119,4,4,0.00,208.55,0.00,LAX,443
172.66.141.135,4,4,0.00,208.57,0.00,LAX,443
104.16.193.9,4,4,0.00,208.58,0.00,LAX,443
104.16.177.20,4,4,0.00,208.58,0.00,LAX,443
104.16.179.13,4,4,0.00,208.58,0.00,LAX,443
162.159.35.194,4,4,0.00,208.60,0.00,LAX,443
104.19.64.67,4,4,0.00,208.75,0.00,LAX,443
162.159.40.10,4,4,0.00,208.76,0.00,LAX,443
104.19.147.54,4,4,0.00,208.99,0.00,HKG,443
104.19.77.19,4,4,0.00,209.03,0.00,LAX,443
104.19.72.50,4,4,0.00,209.03,0.00,LAX,443
104.19.79.93,4,4,0.00,209.04,0.00,LAX,443
104.19.133.112,4,4,0.00,209.05,0.00,LAX,443
104.19.130.146,4,4,0.00,209.05,0.00,LAX,443
104.19.73.3,4,4,0.00,209.18,0.00,LAX,443
104.16.253.195,4,4,0.00,209.27,0.00,HKG,443
104.19.86.247,4,4,0.00,209.31,0.00,LAX,443
104.19.67.85,4,4,0.00,209.34,0.00,LAX,443
104.19.83.14,4,4,0.00,209.34,0.00,LAX,443
104.19.74.73,4,4,0.00,209.34,0.00,LAX,443
104.19.85.116,4,4,0.00,209.34,0.00,LAX,443
103.31.4.24,4,4,0.00,209.36,0.00,DEN,443
104.16.45.49,4,4,0.00,209.36,0.00,LAX,443
104.19.80.59,4,4,0.00,209.45,0.00,LAX,443
104.19.75.179,4,4,0.00,209.45,0.00,LAX,443
104.19.70.4,4,4,0.00,209.45,0.00,LAX,443
104.19.84.225,4,4,0.00,209.50,0.00,LAX,443
104.18.225.177,4,4,0.00,209.69,0.00,LAX,443
104.18.226.73,4,4,0.00,209.76,0.00,LAX,443
104.18.233.232,4,4,0.00,209.83,0.00,LAX,443
104.18.232.71,4,4,0.00,209.94,0.00,LAX,443
104.18.72.32,4,4,0.00,209.97,0.00,LAX,443
104.18.223.0,4,4,0.00,210.07,0.00,LAX,443
104.19.69.21,4,4,0.00,210.08,0.00,LAX,443
104.18.37.35,4,4,0.00,210.09,0.00,SEA,443
104.18.230.19,4,4,0.00,210.16,0.00,LAX,443
104.18.234.178,4,4,0.00,210.20,0.00,LAX,443
104.18.36.185,4,4,0.00,210.22,0.00,LAX,443
104.18.231.229,4,4,0.00,210.28,0.00,LAX,443
104.18.235.43,4,4,0.00,210.28,0.00,LAX,443
172.66.140.35,4,4,0.00,210.38,0.00,LAX,443
104.18.228.194,4,4,0.00,210.41,0.00,LAX,443
104.18.229.155,4,4,0.00,210.41,0.00,LAX,443
104.18.224.120,4,4,0.00,210.57,0.00,LAX,443
104.19.58.68,4,4,0.00,210.61,0.00,HKG,443
104.19.78.248,4,4,0.00,210.67,0.00,LAX,443
104.19.71.6,4,4,0.00,210.67,0.00,LAX,443
104.19.66.105,4,4,0.00,210.81,0.00,LAX,443
104.19.82.60,4,4,0.00,210.81,0.00,LAX,443
104.19.65.57,4,4,0.00,210.81,0.00,LAX,443
172.64.151.100,4,4,0.00,211.91,0.00,LAX,443
104.18.112.76,4,4,0.00,212.95,0.00,LHR,443
104.18.113.41,4,4,0.00,212.95,0.00,LHR,443
104.18.31.46,4,4,0.00,212.97,0.00,LHR,443
104.16.243.132,4,4,0.00,213.04,0.00,HKG,443
172.65.218.183,4,4,0.00,214.99,0.00,LHR,443
172.65.216.13,4,4,0.00,215.37,0.00,LHR,443
172.64.92.39,4,4,0.00,215.49,0.00,LAX,443
172.64.95.96,4,4,0.00,215.63,0.00,LAX,443
172.64.94.22,4,4,0.00,215.63,0.00,LAX,443
172.64.91.25,4,4,0.00,215.64,0.00,LAX,443
172.64.93.117,4,4,0.00,215.79,0.00,LAX,443
172.64.90.50,4,4,0.00,215.82,0.00,LAX,443
104.17.108.95,4,4,0.00,216.72,0.00,HKG,443
104.18.125.117,4,4,0.00,218.81,0.00,LHR,443
104.19.37.201,4,4,0.00,219.86,0.00,HKG,443
172.65.191.231,4,4,0.00,220.33,0.00,LHR,443
104.19.137.245,4,4,0.00,220.43,0.00,LAX,443
172.64.69.97,4,4,0.00,221.00,0.00,LAX,443
104.17.217.8,4,4,0.00,221.20,0.00,HKG,443
104.18.20.111,4,4,0.00,221.54,0.00,LHR,443
104.18.19.43,4,4,0.00,222.76,0.00,LHR,443
172.67.201.134,4,4,0.00,222.85,0.00,LHR,443
172.65.180.164,4,4,0.00,223.66,0.00,LHR,443
104.19.61.116,4,4,0.00,224.40,0.00,HKG,443
104.18.26.233,4,4,0.00,224.52,0.00,LHR,443
104.18.16.68,4,4,0.00,224.90,0.00,LHR,443
104.17.145.214,4,4,0.00,225.54,0.00,HKG,443
104.18.17.250,4,4,0.00,225.73,0.00,LHR,443
172.67.134.182,4,4,0.00,226.54,0.00,LHR,443
104.19.33.218,4,4,0.00,226.70,0.00,HKG,443
172.67.143.53,4,4,0.00,226.87,0.00,LHR,443
172.67.141.198,4,4,0.00,226.91,0.00,LHR,443
172.67.139.201,4,4,0.00,227.02,0.00,LHR,443
172.67.128.29,4,4,0.00,227.28,0.00,LHR,443
104.19.131.129,4,4,0.00,227.60,0.00,LAX,443
104.18.30.77,4,4,0.00,227.90,0.00,LHR,443
104.18.124.56,4,4,0.00,228.13,0.00,LHR,443
104.18.23.238,4,4,0.00,228.15,0.00,LHR,443
104.17.97.244,4,4,0.00,228.37,0.00,HKG,443
104.17.215.148,4,4,0.00,228.45,0.00,HKG,443
104.18.127.45,4,4,0.00,228.55,0.00,LHR,443
172.67.142.89,4,4,0.00,228.93,0.00,LHR,443
104.17.105.183,4,4,0.00,228.98,0.00,HKG,443
104.18.18.163,4,4,0.00,229.05,0.00,LHR,443
104.20.59.233,4,4,0.00,229.05,0.00,FRA,443
162.159.94.224,4,4,0.00,229.09,0.00,LAX,443
104.20.61.91,4,4,0.00,229.15,0.00,FRA,443
172.65.176.250,4,4,0.00,229.16,0.00,LHR,443
162.159.92.64,4,4,0.00,229.25,0.00,LAX,443
162.159.81.185,4,4,0.00,229.25,0.00,LAX,443
172.67.133.179,4,4,0.00,229.33,0.00,LHR,443
162.159.91.152,4,4,0.00,229.41,0.00,LAX,443
172.67.207.254,4,4,0.00,229.46,0.00,LHR,443
162.159.95.242,4,4,0.00,229.55,0.00,LAX,443
162.159.90.186,4,4,0.00,229.55,0.00,LAX,443
172.67.203.194,4,4,0.00,229.71,0.00,LHR,443
162.159.93.50,4,4,0.00,229.71,0.00,LAX,443
104.19.140.140,4,4,0.00,229.79,0.00,LAX,443
104.19.42.103,4,4,0.00,230.00,0.00,HKG,443
104.17.174.200,4,4,0.00,230.05,0.00,HKG,443
104.16.251.115,4,4,0.00,230.10,0.00,HKG,443
172.67.193.227,4,4,0.00,230.36,0.00,LHR,443
104.19.40.56,4,4,0.00,230.37,0.00,HKG,443
104.18.116.68,4,4,0.00,230.77,0.00,LHR,443
104.16.150.20,4,4,0.00,230.86,0.00,HKG,443
172.67.135.153,4,4,0.00,230.91,0.00,LHR,443
104.18.25.131,4,4,0.00,232.26,0.00,LHR,443
172.67.129.102,4,4,0.00,232.44,0.00,LHR,443
172.67.195.107,4,4,0.00,232.62,0.00,LHR,443
172.67.196.54,4,4,0.00,232.62,0.00,LHR,443
172.67.197.79,4,4,0.00,232.62,0.00,LHR,443
172.67.202.138,4,4,0.00,232.63,0.00,LHR,443
104.17.189.62,4,4,0.00,232.77,0.00,HKG,443
172.67.200.15,4,4,0.00,232.87,0.00,LHR,443
172.67.192.54,4,4,0.00,232.87,0.00,LHR,443
172.67.198.49,4,4,0.00,232.87,0.00,LHR,443
104.19.41.211,4,4,0.00,233.20,0.00,HKG,443
104.18.24.90,4,4,0.00,233.47,0.00,LHR,443
104.18.21.174,4,4,0.00,233.47,0.00,LHR,443
104.18.122.211,4,4,0.00,233.71,0.00,LHR,443
104.18.29.55,4,4,0.00,233.79,0.00,LHR,443
104.18.123.221,4,4,0.00,233.86,0.00,LHR,443
172.67.199.21,4,4,0.00,233.94,0.00,LHR,443
104.18.27.59,4,4,0.00,233.95,0.00,LHR,443
104.18.28.248,4,4,0.00,233.98,0.00,LHR,443
104.18.22.52,4,4,0.00,234.03,0.00,LHR,443
172.67.206.28,4,4,0.00,234.20,0.00,LHR,443
104.19.32.207,4,4,0.00,234.25,0.00,HKG,443
104.19.45.4,4,4,0.00,234.38,0.00,HKG,443
104.20.62.76,4,4,0.00,234.40,0.00,FRA,443
104.19.149.240,4,4,0.00,235.88,0.00,HKG,443
162.159.141.141,4,4,0.00,238.12,0.00,LHR,443
104.18.121.92,4,4,0.00,239.54,0.00,LHR,443
104.18.120.94,4,4,0.00,239.54,0.00,LHR,443
172.65.223.7,4,4,0.00,240.07,0.00,CDG,443
172.64.82.100,4,4,0.00,240.42,0.00,LAX,443
172.64.80.242,4,4,0.00,240.42,0.00,LAX,443
172.64.87.161,4,4,0.00,240.55,0.00,LAX,443
172.64.88.208,4,4,0.00,240.77,0.00,LAX,443
172.64.81.161,4,4,0.00,240.77,0.00,LAX,443
172.64.89.92,4,4,0.00,240.90,0.00,LAX,443
172.64.85.129,4,4,0.00,241.05,0.00,LAX,443
104.17.109.8,4,4,0.00,241.17,0.00,HKG,443
104.18.46.135,4,4,0.00,242.46,0.00,HKG,443
104.17.172.161,4,4,0.00,243.47,0.00,HKG,443
104.18.89.129,4,4,0.00,243.50,0.00,HKG,443
104.19.49.205,4,4,0.00,244.37,0.00,HKG,443
172.64.77.243,4,4,0.00,244.65,0.00,LAX,443
104.17.53.64,4,4,0.00,245.90,0.00,HKG,443
104.16.241.204,4,4,0.00,246.40,0.00,HKG,443
104.17.99.133,4,4,0.00,246.54,0.00,HKG,443
104.17.50.240,4,4,0.00,246.70,0.00,HKG,443
104.18.115.214,4,4,0.00,248.23,0.00,LHR,443
104.18.114.229,4,4,0.00,248.23,0.00,LHR,443
104.17.166.56,4,4,0.00,248.73,0.00,HKG,443
172.67.137.129,4,4,0.00,250.94,0.00,LHR,443
104.19.53.154,4,4,0.00,251.58,0.00,HKG,443
172.64.78.122,4,4,0.00,252.37,0.00,DFW,443
104.17.170.177,4,4,0.00,252.37,0.00,HKG,443
104.16.157.116,4,4,0.00,254.71,0.00,HKG,443
104.17.184.61,4,4,0.00,255.02,0.00,HKG,443
104.18.40.77,4,4,0.00,255.51,0.00,HKG,443
104.17.40.252,4,4,0.00,255.55,0.00,LAX,443
104.17.187.165,4,4,0.00,255.66,0.00,HKG,443
162.159.224.83,4,4,0.00,255.70,0.00,IAD,443
104.17.163.172,4,4,0.00,255.85,0.00,HKG,443
162.159.234.18,4,4,0.00,256.30,0.00,IAD,443
104.17.115.205,4,4,0.00,256.41,0.00,HKG,443
104.17.58.204,4,4,0.00,257.47,0.00,HKG,443
104.19.56.65,4,4,0.00,259.33,0.00,HKG,443
162.159.139.238,4,4,0.00,261.44,0.00,LHR,443
162.159.157.208,4,4,0.00,261.44,0.00,LHR,443
162.159.135.226,4,4,0.00,263.23,0.00,LHR,443
104.18.43.198,4,4,0.00,263.26,0.00,HKG,443
162.159.138.195,4,4,0.00,264.83,0.00,LHR,443
162.159.150.195,4,4,0.00,265.13,0.00,LHR,443
162.159.134.199,4,4,0.00,265.22,0.00,LHR,443
162.159.129.74,4,4,0.00,265.22,0.00,LHR,443
162.159.151.218,4,4,0.00,265.38,0.00,LHR,443
162.159.144.155,4,4,0.00,265.38,0.00,LHR,443
162.159.133.225,4,4,0.00,265.48,0.00,LHR,443
162.159.153.87,4,4,0.00,265.64,0.00,LHR,443
162.159.128.189,4,4,0.00,265.76,0.00,LHR,443
162.159.155.253,4,4,0.00,265.76,0.00,LHR,443
162.159.152.89,4,4,0.00,265.76,0.00,LHR,443
162.159.149.37,4,4,0.00,265.90,0.00,LHR,443
162.159.145.201,4,4,0.00,265.90,0.00,LHR,443
162.159.130.132,4,4,0.00,265.90,0.00,LHR,443
162.159.136.3,4,4,0.00,266.04,0.00,LHR,443
162.159.140.218,4,4,0.00,266.04,0.00,LHR,443
162.159.131.55,4,4,0.00,266.04,0.00,LHR,443
162.159.146.128,4,4,0.00,266.44,0.00,LHR,443
162.159.158.232,4,4,0.00,266.44,0.00,LHR,443
162.159.132.92,4,4,0.00,266.57,0.00,LHR,443
162.159.154.4,4,4,0.00,266.57,0.00,LHR,443
162.159.147.181,4,4,0.00,266.57,0.00,LHR,443
162.159.143.122,4,4,0.00,266.57,0.00,LHR,443
162.159.137.101,4,4,0.00,266.57,0.00,LHR,443
162.159.148.11,4,4,0.00,268.49,0.00,LHR,443
104.19.47.43,4,4,0.00,270.06,0.00,HKG,443
162.159.156.98,4,4,0.00,275.69,0.00,LHR,443
104.17.19.102,4,4,0.00,276.52,0.00,HKG,443
104.17.182.110,4,4,0.00,276.82,0.00,HKG,443
104.17.61.187,4,4,0.00,280.73,0.00,HKG,443
104.18.86.52,4,4,0.00,280.81,0.00,HKG,443
104.17.186.234,4,4,0.00,281.77,0.00,HKG,443
172.64.229.34,4,4,0.00,282.50,0.00,HKG,443
172.64.159.53,4,4,0.00,282.74,0.00,HKG,443
104.17.147.209,4,4,0.00,282.74,0.00,HKG,443
104.19.57.164,4,4,0.00,283.57,0.00,HKG,443
104.17.55.71,4,4,0.00,284.51,0.00,HKG,443
104.17.178.1,4,4,0.00,286.98,0.00,HKG,443
104.19.158.53,4,4,0.00,289.10,0.00,HKG,443
104.17.181.211,4,4,0.00,289.38,0.00,HKG,443
104.17.148.231,4,4,0.00,289.81,0.00,HKG,443
104.17.26.239,4,4,0.00,292.51,0.00,HKG,443
162.159.82.181,4,4,0.00,292.62,0.00,BUD,443
104.17.126.205,4,4,0.00,295.60,0.00,HKG,443
104.16.156.66,4,4,0.00,296.18,0.00,HKG,443
104.17.173.167,4,4,0.00,297.35,0.00,HKG,443
104.18.94.152,4,4,0.00,298.04,0.00,HKG,443
104.17.28.84,4,4,0.00,301.96,0.00,HKG,443
104.19.60.177,4,4,0.00,302.60,0.00,HKG,443
104.19.55.156,4,4,0.00,302.73,0.00,HKG,443
104.18.99.246,4,4,0.00,303.68,0.00,LAX,443
104.17.59.105,4,4,0.00,306.52,0.00,HKG,443
172.65.229.143,4,4,0.00,308.86,0.00,MXP,443
104.17.18.96,4,4,0.00,308.88,0.00,HKG,443
104.17.123.134,4,4,0.00,309.29,0.00,HKG,443
104.17.62.253,4,4,0.00,309.45,0.00,HKG,443
104.18.87.26,4,4,0.00,310.76,0.00,HKG,443
104.19.153.18,4,4,0.00,314.02,0.00,HKG,443
104.16.158.249,4,4,0.00,316.70,0.00,HKG,443
104.17.150.229,4,4,0.00,318.15,0.00,HKG,443
104.17.190.246,4,4,0.00,318.74,0.00,HKG,443
104.17.111.250,4,4,0.00,320.54,0.00,HKG,443
104.17.169.225,4,4,0.00,322.57,0.00,HKG,443
104.16.144.237,4,4,0.00,324.45,0.00,HKG,443
104.19.62.133,4,4,0.00,325.95,0.00,HKG,443
104.18.42.11,4,4,0.00,325.95,0.00,HKG,443
104.18.88.193,4,4,0.00,327.75,0.00,HKG,443
104.18.81.37,4,4,0.00,328.11,0.00,HKG,443
172.65.241.128,4,4,0.00,328.61,0.00,CPH,443
172.67.224.148,4,4,0.00,329.55,0.00,LAX,443
104.19.146.68,4,4,0.00,329.94,0.00,HKG,443
104.19.156.162,4,4,0.00,330.86,0.00,HKG,443
104.17.67.94,4,4,0.00,331.29,0.00,LAX,443
104.17.191.215,4,4,0.00,332.72,0.00,HKG,443
104.17.221.5,4,4,0.00,333.17,0.00,HKG,443
104.17.157.210,4,4,0.00,333.64,0.00,HKG,443
104.16.153.32,4,4,0.00,334.49,0.00,HKG,443
104.18.91.15,4,4,0.00,335.15,0.00,HKG,443
104.16.245.75,4,4,0.00,336.00,0.00,HKG,443
104.17.113.95,4,4,0.00,336.59,0.00,HKG,443
104.19.44.155,4,4,0.00,336.93,0.00,HKG,443
104.18.80.213,4,4,0.00,337.34,0.00,HKG,443
104.16.154.178,4,4,0.00,339.10,0.00,HKG,443
104.19.50.78,4,4,0.00,339.77,0.00,HKG,443
104.17.176.58,4,4,0.00,339.91,0.00,HKG,443
104.17.24.147,4,4,0.00,341.45,0.00,HKG,443
104.17.155.239,4,4,0.00,341.80,0.00,HKG,443
104.17.106.166,4,4,0.00,342.76,0.00,HKG,443
104.17.96.84,4,4,0.00,345.41,0.00,HKG,443
104.17.151.218,4,4,0.00,346.73,0.00,HKG,443
104.18.95.194,4,4,0.00,353.42,0.00,HKG,443
104.16.248.156,4,4,0.00,356.16,0.00,HKG,443
104.18.35.29,4,4,0.00,357.33,0.00,HKG,443
104.17.214.193,4,4,0.00,358.12,0.00,HKG,443
104.16.159.0,4,4,0.00,358.18,0.00,HKG,443
104.19.154.252,4,4,0.00,358.35,0.00,HKG,443
104.18.44.33,4,4,0.00,358.65,0.00,HKG,443
104.17.165.85,4,4,0.00,361.54,0.00,HKG,443
104.17.98.69,4,4,0.00,367.32,0.00,HKG,443
104.18.93.220,4,4,0.00,370.41,0.00,HKG,443
172.64.145.6,4,4,0.00,370.99,0.00,HKG,443
104.19.145.103,4,4,0.00,374.69,0.00,HKG,443
104.17.124.216,4,4,0.00,375.85,0.00,HKG,443
104.17.208.48,4,4,0.00,377.72,0.00,HKG,443
104.19.51.3,4,4,0.00,383.65,0.00,HKG,443
104.17.183.105,4,4,0.00,388.34,0.00,HKG,443
104.16.255.195,4,4,0.00,390.94,0.00,HKG,443
104.16.146.246,4,4,0.00,393.70,0.00,HKG,443
104.16.250.42,4,4,0.00,394.96,0.00,HKG,443
104.19.151.6,4,4,0.00,395.87,0.00,HKG,443
104.17.107.228,4,4,0.00,396.67,0.00,HKG,443
104.17.152.47,4,4,0.00,421.06,0.00,HKG,443
104.17.54.97,4,4,0.00,428.77,0.00,HKG,443
104.17.122.170,4,4,0.00,432.75,0.00,HKG,443
104.17.149.34,4,4,0.00,445.84,0.00,HKG,443
104.17.209.159,4,4,0.00,446.42,0.00,HKG,443
104.16.254.19,4,4,0.00,450.36,0.00,HKG,443
104.19.48.74,4,4,0.00,459.13,0.00,HKG,443
104.16.246.93,4,4,0.00,459.87,0.00,HKG,443
104.16.152.50,4,4,0.00,460.60,0.00,HKG,443
104.16.147.74,4,4,0.00,466.88,0.00,HKG,443
104.18.85.123,4,4,0.00,477.53,0.00,HKG,443
104.17.212.176,4,4,0.00,502.86,0.00,HKG,443
104.17.216.11,4,4,0.00,520.19,0.00,HKG,443
104.16.155.251,4,4,0.00,534.21,0.00,HKG,443
104.17.154.200,4,4,0.00,536.28,0.00,HKG,443
104.18.39.43,4,4,0.00,538.82,0.00,HKG,443
104.21.74.195,4,4,0.00,543.69,0.00,SJC,443
104.17.168.96,4,4,0.00,545.12,0.00,HKG,443
104.17.162.58,4,4,0.00,558.91,0.00,HKG,443
172.64.156.34,4,4,0.00,565.75,0.00,HKG,443
104.18.92.203,4,4,0.00,569.44,0.00,HKG,443
104.17.179.122,4,4,0.00,578.07,0.00,HKG,443
104.19.38.236,4,4,0.00,608.32,0.00,HKG,443
104.19.34.212,4,4,0.00,639.24,0.00,HKG,443
104.16.240.220,4,4,0.00,640.15,0.00,HKG,443
104.17.29.191,4,4,0.00,677.96,0.00,HKG,443
104.17.51.123,4,4,0.00,693.23,0.00,HKG,443
104.18.82.218,4,4,0.00,717.42,0.00,HKG,443
104.16.249.195,4,4,0.00,720.72,0.00,HKG,443
104.17.56.159,4,4,0.00,769.58,0.00,HKG,443
104.17.144.6,4,4,0.00,784.54,0.00,HKG,443
104.17.116.231,4,4,0.00,837.61,0.00,HKG,443
104.17.164.207,4,3,0.25,159.38,0.00,HKG,443
104.19.63.173,4,3,0.25,200.24,0.00,HKG,443
104.18.84.19,4,3,0.25,220.87,0.00,HKG,443
104.17.211.26,4,3,0.25,229.90,0.00,HKG,443
104.17.222.190,4,3,0.25,241.99,0.00,HKG,443
104.17.104.202,4,3,0.25,325.21,0.00,HKG,443
104.17.103.171,4,3,0.25,373.80,0.00,HKG,443
104.19.159.158,4,3,0.25,383.68,0.00,HKG,443
104.17.118.51,4,3,0.25,452.89,0.00,HKG,443
104.17.27.226,4,3,0.25,472.28,0.00,HKG,443
104.17.20.174,4,3,0.25,472.49,0.00,HKG,443
104.17.120.209,4,3,0.25,523.41,0.00,HKG,443
104.17.25.83,4,3,0.25,629.58,0.00,HKG,443
104.17.156.50,4,3,0.25,634.00,0.00,HKG,443
104.17.119.48,4,3,0.25,663.91,0.00,HKG,443
104.19.35.191,4,3,0.25,682.89,0.00,HKG,443
104.17.112.238,4,3,0.25,698.33,0.00,HKG,443
104.17.101.118,4,3,0.25,996.62,0.00,HKG,443
104.17.21.141,4,3,0.25,1228.64,0.00,HKG,443
